ORPHAcode,nombre_enfermedad,tipo_enfermedad,edad_media_inicio,tipo_herencia
2551,Microspherophakia-metaphyseal dysplasia syndrome,Malformation syndrome,"['Infancy', 'Neonatal']",['Autosomal dominant']
2552,Microsporidiosis,Disease,['All ages'],['Not applicable']
2554,Ear-patella-short stature syndrome,Malformation syndrome,"['Antenatal', 'Neonatal']","['Autosomal dominant', 'Autosomal recessive']"
2556,Microphthalmia with linear skin defects syndrome,Malformation syndrome,['Neonatal'],['X-linked dominant']
2557,Mietens syndrome,Malformation syndrome,"['Infancy', 'Neonatal']",['Autosomal recessive']
2558,Mikati-Najjar-Sahli syndrome,Malformation syndrome,"['Infancy', 'Neonatal']",['Autosomal recessive']
2560,Moebius syndrome-axonal neuropathy-hypogonadotropic hypogonadism syndrome,Malformation syndrome,"['Infancy', 'Neonatal']",['Not applicable']
2561,Pyramidal molars-abnormal upper lip syndrome,Malformation syndrome,['Childhood'],['Autosomal recessive']
2563,MOMO syndrome,Malformation syndrome,"['Infancy', 'Neonatal']",['Autosomal recessive']
2564,Tetramelic monodactyly,Malformation syndrome,['Antenatal'],['Autosomal dominant']
2565,Mononen-Karnes-Senac syndrome,Malformation syndrome,"['Infancy', 'Neonatal']",['X-linked dominant']
2566,Chronic Epstein-Barr virus infection syndrome,Disease,"['Adolescent', 'Adult', 'Childhood']",['Unknown']
2570,Lethal intrauterine growth restriction-cortical malformation-congenital contractures syndrome,Malformation syndrome,['Antenatal'],[]
2571,X-linked immunoneurologic disorder,Disease,"['Infancy', 'Neonatal']",['X-linked dominant']
2572,Spastic ataxia-corneal dystrophy syndrome,Disease,['Childhood'],['Autosomal recessive']
2573,Moyamoya disease,Disease,['All ages'],"['Autosomal dominant', 'Autosomal recessive', 'Multigenic/multifactorial', 'X-linked recessive']"
2574,Moynahan syndrome,Malformation syndrome,['Neonatal'],[]
2575,Cystic fibrosis-gastritis-megaloblastic anemia syndrome,Disease,['Infancy'],['Autosomal recessive']
2576,Mulibrey nanism,Malformation syndrome,"['Childhood', 'Infancy', 'Neonatal']",['Autosomal recessive']
2578,Mayer-Rokitansky-Küster-Hauser syndrome type 2,Clinical subtype,"['Adolescent', 'Antenatal', 'Neonatal']","['Autosomal dominant', 'Not applicable']"
2579,Muscular atrophy-ataxia-retinitis pigmentosa-diabetes mellitus syndrome,Disease,['Childhood'],['Autosomal dominant']
2582,Myalgia-eosinophilia syndrome associated with tryptophan,Malformation syndrome,['All ages'],['Not applicable']
2583,Mycetoma,Disease,['All ages'],['Not applicable']
2584,Classic mycosis fungoides,Disease,['Adult'],"['Multigenic/multifactorial', 'Not applicable']"
2585,Ataxia-pancytopenia syndrome,Malformation syndrome,"['Adolescent', 'Adult', 'Childhood']",['Autosomal dominant']
2587,Myeloperoxidase deficiency,Disease,['All ages'],[]
2588,Myhre syndrome,Malformation syndrome,"['Antenatal', 'Infancy', 'Neonatal']",['Autosomal dominant']
2589,Myoclonus-cerebellar ataxia-deafness syndrome,Malformation syndrome,['Childhood'],['Autosomal dominant']
2590,Spinal muscular atrophy-progressive myoclonic epilepsy syndrome,Disease,['Childhood'],['Autosomal recessive']
2591,Infantile myofibromatosis,Disease,"['Infancy', 'Neonatal']","['Autosomal dominant', 'Autosomal recessive', 'Not applicable']"
2593,Tubular aggregate myopathy,Disease,"['Adolescent', 'Adult', 'Childhood']",['Autosomal dominant']
2596,Myopathy and diabetes mellitus,Disease,"['Adolescent', 'Adult', 'Childhood', 'Infancy', 'Neonatal']",[]
2597,Mitochondrial myopathy-lactic acidosis-deafness syndrome,Disease,['Childhood'],['No data available']
2598,Mitochondrial myopathy and sideroblastic anemia,Disease,"['Adolescent', 'Childhood', 'Infancy']",['Autosomal recessive']
2604,Familial visceral myopathy,Disease,['All ages'],['Autosomal dominant']
2608,N syndrome,Malformation syndrome,"['Infancy', 'Neonatal']",['X-linked recessive']
2609,Isolated complex I deficiency,Disease,['All ages'],"['Autosomal recessive', 'Mitochondrial inheritance', 'X-linked dominant']"
2611,Linear verrucous nevus syndrome,Disease,['Neonatal'],[]
2612,Linear nevus sebaceus syndrome,Disease,"['Childhood', 'Infancy', 'Neonatal']",['Not applicable']
2613,Nail-patella-like renal disease,Disease,"['Infancy', 'Neonatal']",['Autosomal dominant']
2614,Nail-patella syndrome,Malformation syndrome,"['Childhood', 'Infancy', 'Neonatal']",['Autosomal dominant']
2616,3M syndrome,Malformation syndrome,['Antenatal'],['Autosomal recessive']
2617,"Microcephalic primordial dwarfism, Montreal type",Malformation syndrome,"['Infancy', 'Neonatal']",[]
2619,"Brachydactylous dwarfism, Mseleni type",Disease,['Childhood'],['Unknown']
2623,Geleophysic dysplasia,Malformation syndrome,['Childhood'],"['Autosomal dominant', 'Autosomal recessive']"
2631,Mesomelic dwarfism-cleft palate-camptodactyly syndrome,Malformation syndrome,['Neonatal'],['Autosomal recessive']
2632,Langer mesomelic dysplasia,Malformation syndrome,['Antenatal'],['Autosomal recessive']
2633,"Mesomelic dysplasia, Nievergelt type",Malformation syndrome,"['Antenatal', 'Neonatal']",['Autosomal dominant']
2634,"Mesomelic dwarfism, Reinhardt-Pfeiffer type",Malformation syndrome,"['Infancy', 'Neonatal']",['Autosomal dominant']
2635,Metatropic dysplasia,Disease,"['Antenatal', 'Neonatal']","['Autosomal dominant', 'Not applicable']"
2636,Microcephalic osteodysplastic primordial dwarfism types I and III,Malformation syndrome,"['Infancy', 'Neonatal']",['Autosomal recessive']
2637,Microcephalic osteodysplastic primordial dwarfism type II,Malformation syndrome,"['Antenatal', 'Infancy', 'Neonatal']",['Autosomal recessive']
2639,Fibular aplasia-complex brachydactyly syndrome,Malformation syndrome,"['Antenatal', 'Neonatal']",['Autosomal recessive']
2643,"Microcephalic primordial dwarfism, Toriello type",Malformation syndrome,"['Antenatal', 'Neonatal']",[]
2645,Osteoglosphonic dysplasia,Malformation syndrome,['Neonatal'],['Autosomal dominant']
2655,Thanatophoric dysplasia,Disease,"['Antenatal', 'Neonatal']","['Autosomal dominant', 'Not applicable']"
2658,Lenz-Majewski hyperostotic dwarfism,Malformation syndrome,"['Infancy', 'Neonatal']",['Autosomal dominant']
2662,Keipert syndrome,Malformation syndrome,"['Antenatal', 'Infancy', 'Neonatal']",[]
2663,Nathalie syndrome,Malformation syndrome,['Childhood'],[]
2665,Congenital mesoblastic nephroma,Disease,"['Infancy', 'Neonatal']",[]
2666,Adult familial nephronophthisis-spastic quadriparesia syndrome,Disease,['Adult'],['Unknown']
2668,Nephropathy-deafness-hyperparathyroidism syndrome,Malformation syndrome,['Childhood'],['Autosomal recessive']
2669,Nephrosis-deafness-urinary tract-digital malformations syndrome,Malformation syndrome,"['Infancy', 'Neonatal']",['Unknown']
2670,Pierson syndrome,Malformation syndrome,"['Childhood', 'Neonatal']",['Autosomal recessive']
2671,Neu-Laxova syndrome,Malformation syndrome,['Antenatal'],['Autosomal recessive']
2672,Neuhauser-Eichner-Opitz syndrome,Malformation syndrome,"['Childhood', 'Infancy']",['Autosomal dominant']
2673,Neurofaciodigitorenal syndrome,Malformation syndrome,"['Antenatal', 'Neonatal']",[]
2674,Cyprus facial-neuromusculoskeletal syndrome,Malformation syndrome,"['Antenatal', 'Neonatal']",['Autosomal dominant']
2678,Familial isolated café-au-lait macules,Malformation syndrome,['Childhood'],['Autosomal dominant']
2680,Hypomyelination neuropathy-arthrogryposis syndrome,Malformation syndrome,['Antenatal'],['Autosomal recessive']
2686,Cyclic neutropenia,Disease,['All ages'],['Autosomal dominant']
2688,Adult idiopathic neutropenia,Disease,['Adult'],['Not applicable']
2690,Neutropenia-monocytopenia-deafness syndrome,Disease,"['Infancy', 'Neonatal']",['Unknown']
2695,Bifid nose,Malformation syndrome,"['Antenatal', 'Neonatal']","['Autosomal dominant', 'Autosomal recessive']"
2697,Arthrogryposis-renal dysfunction-cholestasis syndrome,Malformation syndrome,['Neonatal'],['Autosomal recessive']
2698,Knuckle pads-leukonychia-sensorineural deafness-palmoplantar hyperkeratosis syndrome,Disease,['Childhood'],[]
2699,Median nodule of the upper lip,Malformation syndrome,"['Infancy', 'Neonatal']",['Autosomal dominant']
2700,Noma,Disease,['Childhood'],[]
2701,Noonan syndrome-like disorder with loose anagen hair,Malformation syndrome,"['Antenatal', 'Infancy', 'Neonatal']",['Autosomal dominant']
2703,Port-wine nevi-mega cisterna magna-hydrocephalus syndrome,Malformation syndrome,['Antenatal'],[]
2704,Urofacial syndrome,Malformation syndrome,['Childhood'],['Autosomal recessive']
2707,"Oculocerebrofacial syndrome, Kaufman type",Malformation syndrome,"['Antenatal', 'Neonatal']",['Autosomal recessive']
2709,"Oculodental syndrome, Rutherfurd type",Malformation syndrome,"['Infancy', 'Neonatal']",['Autosomal dominant']
2710,Oculodentodigital dysplasia,Malformation syndrome,"['Infancy', 'Neonatal']","['Autosomal dominant', 'Autosomal recessive']"
2712,Oculofaciocardiodental syndrome,Malformation syndrome,"['Infancy', 'Neonatal']",['X-linked dominant']
2713,Oculoosteocutaneous syndrome,Malformation syndrome,"['Infancy', 'Neonatal']",['Autosomal recessive']
2714,Oculo-palato-cerebral syndrome,Malformation syndrome,"['Infancy', 'Neonatal']",['Autosomal recessive']
2715,Severe oculo-renal-cerebellar syndrome,Malformation syndrome,['Infancy'],[]
2717,Oculotrichoanal syndrome,Malformation syndrome,"['Infancy', 'Neonatal']",['Autosomal recessive']
2718,Oculotrichodysplasia,Malformation syndrome,['Childhood'],['Autosomal recessive']
2719,"Oculocerebral hypopigmentation syndrome, Cross type",Malformation syndrome,['Neonatal'],[]
2720,"Oculocerebral hypopigmentation syndrome, Preus type",Malformation syndrome,['Neonatal'],[]
2721,Odonto-onycho-dermal dysplasia,Disease,['Childhood'],['Autosomal recessive']
2722,Odonto-onycho dysplasia-alopecia syndrome,Malformation syndrome,['Neonatal'],[]
2723,Odontotrichomelic syndrome,Malformation syndrome,['Childhood'],['Autosomal recessive']
2724,Odontomatosis-aortae esophagus stenosis syndrome,Malformation syndrome,['No data available'],[]
2728,"Blepharophimosis-intellectual disability syndrome, Ohdo type",Malformation syndrome,"['Infancy', 'Neonatal']",['Not applicable']
2730,Postaxial tetramelic oligodactyly,Malformation syndrome,['Neonatal'],[]
2732,Olivopontocerebellar atrophy-deafness syndrome,Malformation syndrome,"['Infancy', 'Neonatal']",['Autosomal recessive']
2733,Omodysplasia,Malformation syndrome,"['Infancy', 'Neonatal']","['Autosomal dominant', 'Autosomal recessive']"
2736,Lethal omphalocele-cleft palate syndrome,Malformation syndrome,"['Antenatal', 'Neonatal']",['Autosomal recessive']
2737,Onchocerciasis,Disease,['All ages'],['Not applicable']
2741,Ophthalmomandibulomelic dysplasia,Malformation syndrome,['No data available'],[]
2743,Ophthalmoplegia-intellectual disability-lingua scrotalis syndrome,Malformation syndrome,['Neonatal'],[]
2744,Horizontal gaze palsy with progressive scoliosis,Disease,"['Adolescent', 'Childhood']",[]
2745,Opitz GBBB syndrome,Malformation syndrome,"['Antenatal', 'Infancy', 'Neonatal']",['X-linked recessive']
2746,Opsismodysplasia,Disease,['Neonatal'],['Autosomal recessive']
2749,Oromandibular-limb hypogenesis syndrome,Clinical group,"['Infancy', 'Neonatal']",[]
2750,Orofaciodigital syndrome type 1,Malformation syndrome,"['Infancy', 'Neonatal']","['Not applicable', 'X-linked dominant']"
2751,Orofaciodigital syndrome type 2,Malformation syndrome,"['Infancy', 'Neonatal']",['Autosomal recessive']
2753,Orofaciodigital syndrome type 4,Malformation syndrome,"['Infancy', 'Neonatal']",['Autosomal recessive']
2754,Orofaciodigital syndrome type 6,Malformation syndrome,"['Infancy', 'Neonatal']","['Autosomal recessive', 'X-linked recessive']"
2755,Orofaciodigital syndrome type 8,Malformation syndrome,"['Infancy', 'Neonatal']",['X-linked recessive']
2759,Imperforate oropharynx-costovertebral anomalies syndrome,Malformation syndrome,['Neonatal'],[]
2760,OSLAM syndrome,Malformation syndrome,['Neonatal'],['Autosomal dominant']
2762,Progressive osseous heteroplasia,Malformation syndrome,"['Childhood', 'Infancy']",['Autosomal dominant']
2763,Osteocraniostenosis,Malformation syndrome,"['Antenatal', 'Neonatal']",['Autosomal dominant']
2764,Osteochondritis dissecans,Disease,['All ages'],['Not applicable']
2767,Carpotarsal osteochondromatosis,Malformation syndrome,['Adult'],['Autosomal dominant']
2768,Blount disease,Malformation syndrome,"['Childhood', 'Infancy']",['Autosomal recessive']
2769,"Familial osteodysplasia, Anderson type",Malformation syndrome,['Neonatal'],[]
2770,Nasu-Hakola disease,Malformation syndrome,"['Adolescent', 'Adult']",['Autosomal recessive']
2771,Bruck syndrome,Malformation syndrome,"['Childhood', 'Infancy', 'Neonatal']",['Autosomal recessive']
2772,Congenital osteogenesis imperfecta-microcephaly-cataracts syndrome,Malformation syndrome,"['Antenatal', 'Neonatal']",['Autosomal recessive']
2773,Osteogenesis imperfecta-retinopathy-seizures-intellectual disability syndrome,Malformation syndrome,"['Infancy', 'Neonatal']",['Unknown']
2774,Multicentric carpo-tarsal osteolysis with or without nephropathy,Malformation syndrome,['Childhood'],['Autosomal dominant']
2776,Autosomal recessive distal osteolysis syndrome,Malformation syndrome,['Childhood'],['Autosomal recessive']
2777,Osteomesopyknosis,Malformation syndrome,"['Adolescent', 'Adult', 'Childhood']",['Autosomal dominant']
2779,Osteopathia striata-pigmentary dermopathy-white forelock syndrome,Malformation syndrome,['Neonatal'],"['Autosomal dominant', 'X-linked dominant']"
2780,Osteopathia striata-cranial sclerosis syndrome,Malformation syndrome,"['Infancy', 'Neonatal']",['X-linked dominant']
2781,Osteopetrosis and related disorders,Clinical group,['All ages'],"['Autosomal dominant', 'Autosomal recessive', 'X-linked recessive']"
2783,Autosomal dominant osteopetrosis type 1,Malformation syndrome,"['Adolescent', 'Childhood']",['Autosomal dominant']
2785,Osteopetrosis with renal tubular acidosis,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
2786,Osteoporosis-oculocutaneous hypopigmentation syndrome,Malformation syndrome,"['Infancy', 'Neonatal']",['Autosomal recessive']
2788,Osteoporosis-pseudoglioma syndrome,Disease,['Childhood'],['Autosomal recessive']
2789,Lateral meningocele syndrome,Malformation syndrome,"['Infancy', 'Neonatal']",['Autosomal dominant']
2790,"Endosteal hyperostosis, Worth type",Malformation syndrome,['Adolescent'],['Autosomal dominant']
2791,Otodental syndrome,Malformation syndrome,['Childhood'],['Autosomal dominant']
2792,Otofaciocervical syndrome,Malformation syndrome,"['Antenatal', 'Neonatal']",[]
2793,Otoonychoperoneal syndrome,Malformation syndrome,"['Antenatal', 'Neonatal']",['Autosomal recessive']
2795,Fowler urethral sphincter dysfunction syndrome,Disease,"['Adolescent', 'Adult', 'Childhood']",['Unknown']
2796,Pachydermoperiostosis,Malformation syndrome,['Childhood'],"['Autosomal dominant', 'Autosomal recessive']"
2798,Pachygyria-intellectual disability-epilepsy syndrome,Malformation syndrome,['Childhood'],[]
2800,Extramammary Paget disease,Disease,"['Adult', 'Elderly']",[]
2801,Juvenile Paget disease,Malformation syndrome,['Childhood'],['Autosomal recessive']
2802,X-linked sideroblastic anemia and spinocerebellar ataxia,Disease,"['Childhood', 'Infancy']",['X-linked recessive']
2804,W syndrome,Malformation syndrome,"['Infancy', 'Neonatal']",['X-linked recessive']
2805,Partial pancreatic agenesis,Morphological anomaly,"['Infancy', 'Neonatal']",['Autosomal recessive']
2806,Subacute sclerosing leukoencephalitis,Disease,['All ages'],['Not applicable']
2807,Papilloma of choroid plexus,Disease,['All ages'],[]
2808,Laryngeal abductor paralysis,Malformation syndrome,['Neonatal'],[]
2809,Familial recurrent peripheral facial palsy,Disease,"['Adolescent', 'Adult', 'Childhood']",[]
2812,Parana hard skin syndrome,Disease,['Infancy'],[]
2815,Spastic paraparesis-deafness syndrome,Malformation syndrome,['Childhood'],[]
2818,Spastic paraplegia-glaucoma-intellectual disability syndrome,Disease,['Adult'],['Autosomal recessive']
2819,Spastic paraplegia-facial-cutaneous lesions syndrome,Malformation syndrome,['Infancy'],[]
2820,Spastic paraplegia-nephritis-deafness syndrome,Clinical syndrome,['No data available'],['Autosomal dominant']
2821,Spastic paraplegia-neuropathy-poikiloderma syndrome,Disease,['Childhood'],[]
2822,Autosomal recessive spastic paraplegia type 11,Disease,"['Adolescent', 'Adult', 'Childhood', 'Infancy']",['Autosomal recessive']
2824,Paraplegia-intellectual disability-hyperkeratosis syndrome,Malformation syndrome,['Infancy'],['X-linked recessive']
2825,PARC syndrome,Malformation syndrome,"['Infancy', 'Neonatal']",['Autosomal dominant']
2826,Spastic paraplegia-precocious puberty syndrome,Disease,['Childhood'],['Autosomal dominant']
2828,Young-onset Parkinson disease,Disease,['Adult'],['Autosomal recessive']
2831,"Rhizomelic dysplasia, Patterson-Lowry type",Malformation syndrome,"['Childhood', 'Infancy']",[]
2832,Short tarsus-absence of lower eyelashes syndrome,Malformation syndrome,"['Infancy', 'Neonatal']",['Autosomal dominant']
2833,Stiff skin syndrome,Disease,"['Childhood', 'Infancy', 'Neonatal']",[]
2834,Wrinkly skin syndrome,Clinical subtype,"['Infancy', 'Neonatal']",['Autosomal recessive']
2835,Pectus excavatum-macrocephaly-dysplastic nails syndrome,Malformation syndrome,['Neonatal'],['Unknown']
2836,PEHO syndrome,Disease,"['Infancy', 'Neonatal']","['Autosomal dominant', 'Autosomal recessive']"
2838,Renal caliceal diverticuli-deafness syndrome,Malformation syndrome,['Neonatal'],[]
2839,Pelvis-shoulder dysplasia,Malformation syndrome,"['Infancy', 'Neonatal']",['Autosomal dominant']
2840,Pelvic dysplasia-arthrogryposis of lower limbs syndrome,Malformation syndrome,"['Antenatal', 'Neonatal']",[]
2841,Hailey-Hailey disease,Disease,['Adult'],['Autosomal dominant']
2842,Penoscrotal transposition,Morphological anomaly,"['Infancy', 'Neonatal']","['Autosomal recessive', 'Not applicable', 'X-linked recessive']"
2843,Pentosuria,Disease,"['Infancy', 'Neonatal']",['Autosomal recessive']
2846,Congenital pericardium anomaly,Category,['All ages'],['Not applicable']
2847,Pericardial and diaphragmatic defect,Malformation syndrome,"['Infancy', 'Neonatal']","['Autosomal recessive', 'Not applicable']"
