ORPHAcode,simbolo_gen,nombre_gen
319,ETV1,ETS variant transcription factor 1
319,ERG,ETS transcription factor ERG
320,HSD11B2,hydroxysteroid 11-beta dehydrogenase 2
321,EXT2,exostosin glycosyltransferase 2
321,EXT1,exostosin glycosyltransferase 1
324,GLA,galactosidase alpha
325,F2,"coagulation factor II, thrombin"
326,F5,coagulation factor V
327,F7,coagulation factor VII
328,F10,coagulation factor X
329,F11,coagulation factor XI
330,F12,coagulation factor XII
331,F13B,coagulation factor XIII B chain
331,F13A1,coagulation factor XIII A chain
332,CBLIF,cobalamin binding intrinsic factor
333,ASAH1,N-acylsphingosine amidohydrolase 1
334,SCN1B,sodium voltage-gated channel beta subunit 1
334,GJA5,gap junction protein alpha 5
334,GATA4,GATA binding protein 4
334,KCNQ1,potassium voltage-gated channel subfamily Q member 1
334,SCN5A,sodium voltage-gated channel alpha subunit 5
334,GATA6,GATA binding protein 6
334,KCNE1,potassium voltage-gated channel subfamily E regulatory subunit 1
334,GATA5,GATA binding protein 5
334,KCNA5,potassium voltage-gated channel subfamily A member 5
334,KCNJ5,potassium inwardly rectifying channel subfamily J member 5
334,KCNJ3,potassium inwardly rectifying channel subfamily J member 3
334,KCNE2,potassium voltage-gated channel subfamily E regulatory subunit 2
334,KCNJ2,potassium inwardly rectifying channel subfamily J member 2
334,NKX2-5,NK2 homeobox 5
334,PITX2,paired like homeodomain 2
334,NUP155,nucleoporin 155
334,NPPA,natriuretic peptide A
334,NKX2-6,NK2 homeobox 6
334,ABCC9,ATP binding cassette subfamily C member 9
334,SCN4B,sodium voltage-gated channel beta subunit 4
334,TTN,titin
334,SCN3B,sodium voltage-gated channel beta subunit 3
334,MYL4,myosin light chain 4
334,SCN2B,sodium voltage-gated channel beta subunit 2
337,ACVR1,activin A receptor type 1
342,MEFV,"MEFV innate immunity regulator, pyrin"
343,MVK,mevalonate kinase
347,WT1,WT1 transcription factor
348,FBP1,fructose-bisphosphatase 1
349,FUCA1,alpha-L-fucosidase 1
351,CTSA,cathepsin A
353,SGCG,sarcoglycan gamma
356,PRNP,prion protein (Kanno blood group)
358,CLCNKB,chloride voltage-gated channel Kb
358,SLC12A3,solute carrier family 12 member 3
361,STAR,steroidogenic acute regulatory protein
361,MC2R,melanocortin 2 receptor
361,MRAP,melanocortin 2 receptor accessory protein
361,TXNRD2,thioredoxin reductase 2
361,NNT,nicotinamide nucleotide transhydrogenase
366,AGL,"amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase"
368,PYGM,"glycogen phosphorylase, muscle associated"
369,PYGL,glycogen phosphorylase L
371,PFKM,"phosphofructokinase, muscle"
373,GPC3,glypican 3
373,GPC4,glypican 4
376,PIEZO2,piezo type mechanosensitive ion channel component 2
377,SUFU,SUFU negative regulator of hedgehog signaling
377,PTCH2,patched 2
377,PTCH1,patched 1
379,CYBC1,cytochrome b-245 chaperone 1
379,CYBB,cytochrome b-245 beta chain
379,CYBA,cytochrome b-245 alpha chain
379,NCF1,neutrophil cytosolic factor 1
379,NCF2,neutrophil cytosolic factor 2
379,NCF4,neutrophil cytosolic factor 4
380,GLI3,GLI family zinc finger 3
382,GAMT,guanidinoacetate N-methyltransferase
384,SMARCAD1,"SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1"
388,SREBF1,sterol regulatory element binding transcription factor 1
388,SEMA3D,semaphorin 3D
388,RET,ret proto-oncogene
388,SMO,"smoothened, frizzled class receptor"
388,ERBB3,erb-b2 receptor tyrosine kinase 3
388,GDNF,glial cell derived neurotrophic factor
388,EDN3,endothelin 3
388,NRTN,neurturin
388,ECE1,endothelin converting enzyme 1
388,EDNRB,endothelin receptor type B
388,ABCD1,ATP binding cassette subfamily D member 1
388,ATP7A,ATPase copper transporting alpha
388,ERBB2,erb-b2 receptor tyrosine kinase 2
388,SEMA3C,semaphorin 3C
389,MAP2K1,mitogen-activated protein kinase kinase 1
389,NRAS,"NRAS proto-oncogene, GTPase"
389,BRAF,"B-Raf proto-oncogene, serine/threonine kinase"
392,TBX5,T-box transcription factor 5
393,NR5A1,nuclear receptor subfamily 5 group A member 1
393,NR0B1,nuclear receptor subfamily 0 group B member 1
393,SOX9,SRY-box transcription factor 9
393,SOX3,SRY-box transcription factor 3
393,SRY,sex determining region Y
394,CBS,cystathionine beta-synthase
395,MTHFR,methylenetetrahydrofolate reductase
397,HLA-DRB1,"major histocompatibility complex, class II, DR beta 1"
397,HLA-B,"major histocompatibility complex, class I, B"
397,P4HA2,prolyl 4-hydroxylase subunit alpha 2
397,PTPN22,protein tyrosine phosphatase non-receptor type 22
399,HTT,huntingtin
399,SLC2A3,solute carrier family 2 member 3
403,CYP11B1,cytochrome P450 family 11 subfamily B member 1
403,CYP11B2,cytochrome P450 family 11 subfamily B member 2
404,CLCN2,chloride voltage-gated channel 2
412,APOE,apolipoprotein E
414,OAT,ornithine aminotransferase
415,SLC25A15,solute carrier family 25 member 15
417,CASR,calcium sensing receptor
417,TRPV6,transient receptor potential cation channel subfamily V member 6
419,PRODH,proline dehydrogenase 1
423,CACNA1S,calcium voltage-gated channel subunit alpha1 S
423,RYR1,ryanodine receptor 1
424,TSHR,thyroid stimulating hormone receptor
425,ABCA1,ATP binding cassette subfamily A member 1
425,APOA1,apolipoprotein A1
428,GNA11,G protein subunit alpha 11
428,CASR,calcium sensing receptor
429,FGFR3,fibroblast growth factor receptor 3
432,SPRY4,sprouty RTK signaling antagonist 4
432,KISS1R,KISS1 receptor
432,NHLH2,nescient helix-loop-helix 2
432,FGFR1,fibroblast growth factor receptor 1
432,KISS1,KiSS-1 metastasis suppressor
432,TACR3,tachykinin receptor 3
432,PROK2,prokineticin 2
432,PROKR2,prokineticin receptor 2
432,DUSP6,dual specificity phosphatase 6
432,FGF8,fibroblast growth factor 8
432,TAC3,tachykinin precursor 3
432,GNRH1,gonadotropin releasing hormone 1
432,GNRHR,gonadotropin releasing hormone receptor
432,NSMF,NMDA receptor synaptonuclear signaling and neuronal migration factor
432,HS6ST1,heparan sulfate 6-O-sulfotransferase 1
432,WDR11,WD repeat domain 11
432,FGF17,fibroblast growth factor 17
432,CHD7,chromodomain helicase DNA binding protein 7
444,EPS8L3,EPS8 signaling adaptor L3
444,HR,HR lysine demethylase and nuclear receptor corepressor
447,PIGA,phosphatidylinositol glycan anchor biosynthesis class A
452,ARX,aristaless related homeobox
455,KRT2,keratin 2
457,ABCA12,ATP binding cassette subfamily A member 12
461,FLG,filaggrin
461,STS,steroid sulfatase
464,IKBKG,inhibitor of nuclear factor kappa B kinase regulatory subunit gamma
465,SERPINE1,serpin family E member 1
466,PRNP,prion protein (Kanno blood group)
469,ALDOB,"aldolase, fructose-bisphosphate B"
470,SLC7A7,solute carrier family 7 member 7
474,DYNC2H1,dynein cytoplasmic 2 heavy chain 1
474,DYNC2LI1,dynein cytoplasmic 2 light intermediate chain 1
474,WDR19,WD repeat domain 19
474,TTC21B,tetratricopeptide repeat domain 21B
474,DYNC2I1,dynein 2 intermediate chain 1
474,KIAA0753,KIAA0753
474,IFT80,intraflagellar transport 80
474,IFT172,intraflagellar transport 172
474,IFT140,intraflagellar transport 140
474,DYNC2I2,dynein 2 intermediate chain 2
474,CEP120,centrosomal protein 120
475,CBY1,"chibby 1, beta catenin antagonist"
475,CSPP1,centrosome and spindle pole associated protein 1
475,KIAA0586,KIAA0586
475,CEP41,centrosomal protein 41
475,CEP120,centrosomal protein 120
475,ARMC9,armadillo repeat containing 9
475,PDE6D,phosphodiesterase 6D
475,B9D2,B9 domain containing 2
475,B9D1,B9 domain containing 1
475,HYLS1,HYLS1 centriolar and ciliogenesis associated
475,AHI1,Abelson helper integration site 1
475,CEP104,centrosomal protein 104
475,PIBF1,progesterone immunomodulatory binding factor 1
475,CPLANE1,ciliogenesis and planar polarity effector complex subunit 1
475,TCTN3,tectonic family member 3
475,TCTN1,tectonic family member 1
475,TCTN2,tectonic family member 2
475,KIAA0753,KIAA0753
475,IFT74,intraflagellar transport 74
475,TMEM237,transmembrane protein 237
475,MKS1,MKS transition zone complex subunit 1
475,KATNIP,katanin interacting protein
475,TMEM67,transmembrane protein 67
475,SUFU,SUFU negative regulator of hedgehog signaling
475,TOGARAM1,TOG array regulator of axonemal microtubules 1
475,OFD1,OFD1 centriole and centriolar satellite protein
475,ARL3,ADP ribosylation factor like GTPase 3
475,INPP5E,inositol polyphosphate-5-phosphatase E
475,ARL13B,ADP ribosylation factor like GTPase 13B
475,TMEM218,transmembrane protein 218
477,GJB6,gap junction protein beta 6
477,GJB2,gap junction protein beta 2
478,HS6ST1,heparan sulfate 6-O-sulfotransferase 1
478,PROKR2,prokineticin receptor 2
478,SPRY4,sprouty RTK signaling antagonist 4
478,IL17RD,interleukin 17 receptor D
478,CCDC141,coiled-coil domain containing 141
478,CCDC141,coiled-coil domain containing 141
478,CHD7,chromodomain helicase DNA binding protein 7
478,WDR11,WD repeat domain 11
478,NDNF,neuron derived neurotrophic factor
478,TACR3,tachykinin receptor 3
478,HESX1,HESX homeobox 1
478,DCC,DCC netrin 1 receptor
478,FEZF1,FEZ family zinc finger 1
478,SEMA3A,semaphorin 3A
478,DUSP6,dual specificity phosphatase 6
478,SOX10,SRY-box transcription factor 10
478,ANOS1,anosmin 1
478,FLRT3,fibronectin leucine rich transmembrane protein 3
478,FGFR1,fibroblast growth factor receptor 1
478,FGF8,fibroblast growth factor 8
478,PROK2,prokineticin 2
478,FGF17,fibroblast growth factor 17
480,RRM2B,ribonucleotide reductase regulatory TP53 inducible subunit M2B
480,MT-TL1,mitochondrially encoded tRNA-Leu (UUA/G) 1
480,MT-ATP8,mitochondrially encoded ATP synthase membrane subunit 8
481,AR,androgen receptor
483,KNG1,kininogen 1
485,COL2A1,collagen type II alpha 1 chain
486,SRP19,signal recognition particle 19
486,ELANE,"elastase, neutrophil expressed"
486,GFI1,growth factor independent 1 transcriptional repressor
486,TCIRG1,"T cell immune regulator 1, ATPase H+ transporting V0 subunit a3"
486,CLPB,ClpB family mitochondrial disaggregase
494,GJB2,gap junction protein beta 2
500,BRAF,"B-Raf proto-oncogene, serine/threonine kinase"
500,PTPN11,protein tyrosine phosphatase non-receptor type 11
500,RAF1,"Raf-1 proto-oncogene, serine/threonine kinase"
501,EPM2A,"EPM2A glucan phosphatase, laforin"
501,NHLRC1,NHL repeat containing E3 ubiquitin protein ligase 1
502,RAD21,RAD21 cohesin complex component
502,EXT1,exostosin glycosyltransferase 1
502,TRPS1,transcriptional repressor GATA binding 1
503,FLNB,filamin B
505,HLA-DRA,"major histocompatibility complex, class II, DR alpha"
508,INSR,insulin receptor
510,HPRT1,hypoxanthine phosphoribosyltransferase 1
520,STAT5B,signal transducer and activator of transcription 5B
520,PRKAR1A,protein kinase cAMP-dependent type I regulatory subunit alpha
520,STAT3,signal transducer and activator of transcription 3
520,NPM1,nucleophosmin 1
520,RARA,retinoic acid receptor alpha
520,NABP1,nucleic acid binding protein 1
520,FIP1L1,factor interacting with PAPOLA and CPSF1
520,ZBTB16,zinc finger and BTB domain containing 16
520,PML,PML nuclear body scaffold
520,NUMA1,nuclear mitotic apparatus protein 1
520,IRF2BP2,interferon regulatory factor 2 binding protein 2
520,TBL1XR1,TBL1X/Y related 1
520,BCOR,BCL6 corepressor
521,ABL1,"ABL proto-oncogene 1, non-receptor tyrosine kinase"
521,BCR,BCR activator of RhoGEF and GTPase
521,RUNX1,RUNX family transcription factor 1
523,FH,fumarate hydratase
524,CDKN2A,cyclin dependent kinase inhibitor 2A
524,TP53,tumor protein p53
524,MDM2,MDM2 proto-oncogene
524,CHEK2,checkpoint kinase 2
526,SCNN1G,sodium channel epithelial 1 subunit gamma
526,SCNN1A,sodium channel epithelial 1 subunit alpha
526,SCNN1B,sodium channel epithelial 1 subunit beta
528,CAVIN1,caveolae associated protein 1
528,CAV1,caveolin 1
528,AGPAT2,1-acylglycerol-3-phosphate O-acyltransferase 2
528,FOS,"Fos proto-oncogene, AP-1 transcription factor subunit"
528,PPARG,peroxisome proliferator activated receptor gamma
528,BSCL2,"BSCL2 lipid droplet biogenesis associated, seipin"
530,ECM1,extracellular matrix protein 1
531,YWHAE,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon
531,PAFAH1B1,platelet activating factor acetylhydrolase 1b regulatory subunit 1
531,HIC1,HIC ZBTB transcriptional repressor 1
534,OCRL,OCRL inositol polyphosphate-5-phosphatase
536,FCGR2B,Fc fragment of IgG receptor IIb
536,C4B,complement C4B (Chido/Rodgers blood group)
536,STAT4,signal transducer and activator of transcription 4
536,PDCD1,programmed cell death 1
536,IGHG1,immunoglobulin heavy constant gamma 1 (G1m marker)
536,ETS1,"ETS proto-oncogene 1, transcription factor"
536,BANK1,B cell scaffold protein with ankyrin repeats 1
536,BLK,"BLK proto-oncogene, Src family tyrosine kinase"
536,IRF5,interferon regulatory factor 5
536,IRAK1,interleukin 1 receptor associated kinase 1
536,IL10,interleukin 10
536,TNIP1,TNFAIP3 interacting protein 1
536,TNFSF4,TNF superfamily member 4
536,TNFAIP3,TNF alpha induced protein 3
536,PXK,PX domain containing serine/threonine kinase like
536,MECP2,methyl-CpG binding protein 2
536,CTLA4,cytotoxic T-lymphocyte associated protein 4
536,ITGAM,integrin subunit alpha M
536,C4A,complement C4A (Chido/Rodgers blood group)
536,DNASE1,deoxyribonuclease 1
536,KIAA0319L,KIAA0319 like
536,PTPN22,protein tyrosine phosphatase non-receptor type 22
536,TLR7,toll like receptor 7
536,FCGR3B,Fc fragment of IgG receptor IIIb
536,JAZF1,JAZF zinc finger 1
536,TREX1,three prime repair exonuclease 1
536,UBE2L3,ubiquitin conjugating enzyme E2 L3
536,SPP1,secreted phosphoprotein 1
536,HLA-DRB1,"major histocompatibility complex, class II, DR beta 1"
536,CR2,complement C3d receptor 2
538,TSC2,TSC complex subunit 2
538,TSC1,TSC complex subunit 1
540,UNC13D,unc-13 homolog D
540,STX11,syntaxin 11
540,STXBP2,syntaxin binding protein 2
540,PRF1,perforin 1
543,MYC,"MYC proto-oncogene, bHLH transcription factor"
545,HLA-DRB1,"major histocompatibility complex, class II, DR beta 1"
545,BCL6,BCL6 transcription repressor
545,BCL2,BCL2 apoptosis regulator
545,IGH,immunoglobulin heavy locus
550,MT-TW,mitochondrially encoded tRNA-Trp (UGA/G)
550,MT-TL1,mitochondrially encoded tRNA-Leu (UUA/G) 1
550,MT-ND1,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 1
550,MT-ND6,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 6
550,MT-CO3,mitochondrially encoded cytochrome c oxidase III
550,MT-TS1,mitochondrially encoded tRNA-Ser (UCN) 1
550,MT-TH,mitochondrially encoded tRNA-His (CAU/C)
550,MT-CO2,mitochondrially encoded cytochrome c oxidase II
550,MT-ND5,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5
550,MT-TF,mitochondrially encoded tRNA-Phe (UUU/C)
550,MT-ND4,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4
550,MT-TQ,mitochondrially encoded tRNA-Gln (CAA/G)
550,MT-CO1,mitochondrially encoded cytochrome c oxidase I
550,MT-TS2,mitochondrially encoded tRNA-Ser (AGU/C) 2
551,MT-TS1,mitochondrially encoded tRNA-Ser (UCN) 1
551,MT-RNR1,mitochondrially encoded 12S rRNA
551,MT-TL1,mitochondrially encoded tRNA-Leu (UUA/G) 1
551,MT-TK,mitochondrially encoded tRNA-Lys (AAA/G)
551,MT-TS2,mitochondrially encoded tRNA-Ser (AGU/C) 2
551,MT-TQ,mitochondrially encoded tRNA-Gln (CAA/G)
551,MT-TP,mitochondrially encoded tRNA-Pro (CCN)
551,MT-TF,mitochondrially encoded tRNA-Phe (UUU/C)
551,MT-ND5,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5
551,MT-TH,mitochondrially encoded tRNA-His (CAU/C)
552,HNF1A,HNF1 homeobox A
552,KLF11,KLF transcription factor 11
552,ABCC8,ATP binding cassette subfamily C member 8
552,NEUROD1,neuronal differentiation 1
552,APPL1,"adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 1"
552,INS,insulin
552,BLK,"BLK proto-oncogene, Src family tyrosine kinase"
552,HNF4A,hepatocyte nuclear factor 4 alpha
552,CEL,carboxyl ester lipase
552,PDX1,pancreatic and duodenal homeobox 1
552,PAX4,paired box 4
552,KCNJ11,potassium inwardly rectifying channel subfamily J member 11
552,GCK,glucokinase
559,SIL1,SIL1 nucleotide exchange factor
560,COL11A1,collagen type XI alpha 1 chain
561,NFIX,nuclear factor I X
562,GNAS,GNAS complex locus
564,TXNDC15,thioredoxin domain containing 15
564,MKS1,MKS transition zone complex subunit 1
564,TCTN1,tectonic family member 1
564,CEP290,centrosomal protein 290
564,B9D1,B9 domain containing 1
564,CSPP1,centrosome and spindle pole associated protein 1
564,TCTN3,tectonic family member 3
564,TCTN2,tectonic family member 2
564,CC2D2A,coiled-coil and C2 domain containing 2A
564,TMEM107,transmembrane protein 107
564,B9D2,B9 domain containing 2
564,RPGRIP1,RPGR interacting protein 1
564,RPGRIP1L,RPGRIP1 like
564,TMEM216,transmembrane protein 216
564,TMEM231,transmembrane protein 231
564,TMEM237,transmembrane protein 237
564,TMEM67,transmembrane protein 67
565,ATP7A,ATPase copper transporting alpha
567,HIRA,histone cell cycle regulator
567,SEC24C,"SEC24 homolog C, COPII coat complex component"
567,JMJD1C,jumonji domain containing 1C
567,COMT,catechol-O-methyltransferase
567,GP1BB,glycoprotein Ib platelet subunit beta
567,TBX1,T-box transcription factor 1
567,ARVCF,ARVCF delta catenin family member
567,RREB1,ras responsive element binding protein 1
567,TBX1,T-box transcription factor 1
567,UFD1,ubiquitin recognition factor in ER associated degradation 1
568,BCOR,BCL6 corepressor
568,NAA10,"N-alpha-acetyltransferase 10, NatA catalytic subunit"
569,CACNA1A,calcium voltage-gated channel subunit alpha1 A
569,ATP1A2,ATPase Na+/K+ transporting subunit alpha 2
569,PRRT2,proline rich transmembrane protein 2
569,SCN1A,sodium voltage-gated channel alpha subunit 1
570,PLXND1,plexin D1
570,REV3L,"REV3 like, DNA directed polymerase zeta catalytic subunit"
572,RFXANK,regulatory factor X associated ankyrin containing protein
572,RFXAP,regulatory factor X associated protein
572,CIITA,class II major histocompatibility complex transactivator
572,RFX5,regulatory factor X5
573,KRT86,keratin 86
573,KRT83,keratin 83
573,DSG4,desmoglein 4
573,KRT81,keratin 81
575,NLRP3,NLR family pyrin domain containing 3
576,GNPTAB,N-acetylglucosamine-1-phosphate transferase subunits alpha and beta
578,MCOLN1,mucolipin TRP cation channel 1
584,GUSB,glucuronidase beta
585,SUMF1,sulfatase modifying factor 1
586,CEACAM3,CEA cell adhesion molecule 3
586,SLC26A9,solute carrier family 26 member 9
586,TGFB1,transforming growth factor beta 1
586,GSTM3,glutathione S-transferase mu 3
586,GCLC,glutamate-cysteine ligase catalytic subunit
586,CEACAM6,CEA cell adhesion molecule 6
586,HMOX1,heme oxygenase 1
586,SERPINA1,serpin family A member 1
586,HFE,homeostatic iron regulator
586,SLC11A1,solute carrier family 11 member 1
586,DCTN4,dynactin subunit 4
586,EDNRA,endothelin receptor type A
586,CLCA4,chloride channel accessory 4
586,STX1A,syntaxin 1A
586,CFTR,CF transmembrane conductance regulator
586,KCNN4,potassium calcium-activated channel subfamily N member 4
586,MIF,macrophage migration inhibitory factor
